1427	38	\N	
1428	37	\N	deprecated
1428	38	\N	
1429	37	\N	deprecated
1429	38	\N	
1430	37	\N	deprecated
1430	38	\N	
1431	37	\N	deprecated
1431	38	\N	
1432	37	\N	deprecated
1432	38	\N	
1433	37	\N	deprecated
1433	38	\N	
1434	37	\N	deprecated
1434	38	\N	
1435	37	\N	deprecated
1435	38	\N	
1436	37	\N	deprecated
1436	38	\N	
1437	37	\N	deprecated
1437	38	\N	
1438	37	\N	deprecated
1438	38	\N	
1439	37	\N	deprecated
1439	38	\N	
1440	37	\N	deprecated
1440	38	\N	
1441	37	\N	deprecated
1441	38	\N	
1442	37	\N	deprecated
1442	38	\N	
1455	39	\N	deprecated
1455	40	\N	
1456	39	\N	deprecated
1456	40	\N	
1457	39	\N	deprecated
1457	40	\N	
1465	41	\N	deprecated
1465	42	\N	
1466	41	\N	deprecated
1466	42	\N	
1471	41	\N	deprecated
1471	42	\N	
1513	43	\N	deprecated
1513	44	\N	
1568	45	\N	deprecated
1568	46	\N	
1569	45	\N	deprecated
1569	46	\N	
1903	47	\N	deprecated
1903	48	\N	
1904	47	\N	deprecated
1904	48	\N	
1905	47	\N	deprecated
1905	48	\N	
1906	47	\N	deprecated
1906	48	\N	
1907	47	\N	deprecated
1907	48	\N	
1908	47	\N	deprecated
1908	48	\N	
1909	47	\N	deprecated
1909	48	\N	
1910	47	\N	deprecated
1910	48	\N	
1911	47	\N	deprecated
1911	48	\N	
1912	47	\N	deprecated
1912	48	\N	
1913	47	\N	deprecated
1913	48	\N	
1914	47	\N	deprecated
1914	48	\N	
1915	47	\N	deprecated
1915	48	\N	
1916	47	\N	deprecated
1916	48	\N	
1917	47	\N	deprecated
1917	48	\N	
1918	47	\N	deprecated
1918	48	\N	
1919	47	\N	deprecated
1919	48	\N	
1920	47	\N	deprecated
1920	48	\N	
1921	47	\N	deprecated
1921	48	\N	
1922	47	\N	deprecated
1922	48	\N	
1923	47	\N	deprecated
1923	48	\N	
1924	47	\N	deprecated
1924	48	\N	
1925	47	\N	deprecated
1925	48	\N	
1926	47	\N	deprecated
1926	48	\N	
1927	47	\N	deprecated
1927	48	\N	
1928	47	\N	deprecated
1928	48	\N	
2060	49	\N	deprecated
2060	50	\N	
2061	49	\N	deprecated
2061	50	\N	
2072	49	\N	deprecated
2072	50	\N	
2076	49	\N	deprecated
2076	50	\N	
2077	49	\N	deprecated
2077	50	\N	
2078	49	\N	deprecated
2078	50	\N	
2081	49	\N	deprecated
2081	50	\N	
2088	49	\N	deprecated
2088	50	\N	
2090	49	\N	deprecated
2090	50	\N	
2140	49	\N	deprecated
2140	50	\N	
2141	49	\N	deprecated
2141	50	\N	
2152	49	\N	deprecated
2152	50	\N	
2153	49	\N	deprecated
2153	50	\N	
2172	49	\N	deprecated
2172	50	\N	
2174	49	\N	deprecated
2174	50	\N	
2190	49	\N	deprecated
2190	50	\N	
2192	49	\N	deprecated
2192	50	\N	
2193	49	\N	deprecated
2193	50	\N	
2254	49	\N	deprecated
2254	50	\N	
2259	49	\N	deprecated
2259	50	\N	
2266	49	\N	deprecated
2266	50	\N	
2267	49	\N	deprecated
2267	50	\N	
2271	49	\N	deprecated
2271	50	\N	
2272	49	\N	deprecated
2272	50	\N	
2276	49	\N	deprecated
2276	50	\N	
2277	49	\N	deprecated
2277	50	\N	
2281	49	\N	deprecated
2281	50	\N	
2282	49	\N	deprecated
2282	50	\N	
2283	49	\N	deprecated
2283	50	\N	
