9630cc7a-9349-4235-99ed-4b75ac7658f7	identifier	urn:ietf:rfc:3986	urn:oid:2.16.840.1.113883.1.11.14908
48b24645-ebf2-41e4-b83f-f157b8bc23b0	identifier	urn:ietf:rfc:3986	urn:oid:2.16.840.1.113883.1.11.19707
c1797cbc-013c-4010-aa7f-2d96223a100d	identifier	urn:ietf:rfc:3986	urn:oid:2.16.840.1.113883.1.11.10609
7acae05d-726c-4845-af11-e7166b388816	identifier	urn:ietf:rfc:3986	urn:oid:2.16.840.1.113883.1.11.10317
e8dc8b91-8a98-4204-abb2-7e65231f1ee2	identifier	urn:ietf:rfc:3986	urn:oid:2.16.840.1.113883.1.11.20446
d819116c-54d5-492a-b3f1-da1e048c1c44	identifier	urn:ietf:rfc:3986	urn:oid:2.16.840.1.113883.1.11.227
b53d3f65-3916-4425-9161-169070edb980	identifier	urn:ietf:rfc:3986	urn:oid:2.16.840.1.113883.1.11.19377
a603beea-030c-435a-ab6e-6c7165c93fa1	identifier	urn:ietf:rfc:3986	urn:oid:2.16.840.1.113883.1.11.11623
907c0ff0-8472-4d17-91f0-b36e06ef1c3d	identifier	urn:ietf:rfc:3986	urn:oid:2.16.840.1.113883.1.11.10975
3f5c25b1-b6b0-40dc-8ea0-824e5a36c648	identifier	urn:ietf:rfc:3986	urn:oid:2.16.840.1.113883.1.11.20478
0a701b51-f8e3-4ef5-8746-e7f045d47488	identifier	urn:ietf:rfc:3986	urn:oid:2.16.840.1.113883.1.11.10901
c52451db-8a87-4c3f-ada4-0d1e34207244	identifier	urn:ietf:rfc:3986	urn:oid:2.16.840.1.113883.1.11.15913
cfc79b73-50b4-4910-9917-4e96ba5393b1	identifier	urn:ietf:rfc:3986	urn:oid:2.16.840.1.113883.1.11.103
33e9bae6-dd98-4e6c-a0c8-0d98a9c8724c	identifier	urn:ietf:rfc:3986	urn:oid:2.16.840.1.113883.1.11.20322
87d15bb6-9be2-4f9b-97d2-33cd55b58862	identifier	urn:ietf:rfc:3986	urn:oid:2.16.840.1.113883.1.11.17704
c9ad85b0-b4bd-4cb2-898d-8397a042123e	identifier	urn:ietf:rfc:3986	urn:oid:2.16.840.1.113883.1.11.11529
94b2e32d-6f5e-437d-9ddf-68179b2967bf	identifier	urn:ietf:rfc:3986	urn:oid:2.16.840.1.113883.1.11.10259
d3a183fd-388b-4de2-a7ae-c4f2f03e6766	identifier	urn:ietf:rfc:3986	urn:oid:2.16.840.1.113883.1.11.20561
60207bd8-805b-4c01-a3b7-d79dacc9601c	identifier	urn:ietf:rfc:3986	urn:oid:2.16.840.1.113883.1.11.10342
ee1a5c44-4989-43e9-a29e-74711161fdd8	identifier	urn:ietf:rfc:3986	urn:oid:2.16.840.1.113883.1.11.19398
0459259f-ec1a-4998-91d7-e5374e270726	identifier	urn:ietf:rfc:3986	urn:oid:2.16.840.1.113883.1.11.19250
d7d7aefb-ecca-42be-897b-3001d5b5919d	identifier	urn:ietf:rfc:3986	urn:oid:2.16.840.1.113883.1.11.19579
083b7e72-9b6c-4307-820e-14a2129b94e4	identifier	urn:ietf:rfc:3986	urn:oid:2.16.840.1.113883.1.11.20277
48715dd3-8a11-49f1-b8ea-575159defd5d	identifier	urn:ietf:rfc:3986	urn:oid:2.16.840.1.113883.1.11.19373
b8c75b62-c077-4954-8cd7-e27bba1f2a12	identifier	urn:ietf:rfc:3986	urn:oid:2.16.840.1.113883.1.11.16643
9a70de59-2dfc-4e66-a896-4d6cde0cf469	identifier	urn:ietf:rfc:3986	urn:oid:2.16.840.1.113883.1.11.11591
2302052e-cef4-45f5-81bd-bd7a786c84ce	identifier	urn:ietf:rfc:3986	urn:oid:2.16.840.1.113883.1.11.19313
9358d25b-2837-4a1d-bc20-171df4094045	identifier	urn:ietf:rfc:3986	urn:oid:2.16.840.1.113883.1.11.19812
806e42b1-03fc-4c2b-967f-6c776ebef6cf	identifier	urn:ietf:rfc:3986	urn:oid:2.16.840.1.113883.1.11.20445
31b780e5-11ee-45f5-a4d3-4bdd53097bfd	identifier	urn:ietf:rfc:3986	urn:oid:2.16.840.1.113883.1.11.18938
9f572080-2965-4310-b4ec-92bf00593d82	identifier	urn:ietf:rfc:3986	urn:oid:2.16.840.1.113883.1.11.1
cb9dbd5e-b032-480f-ab75-bf401ee56e47	identifier	urn:ietf:rfc:3986	urn:oid:2.16.840.1.113883.1.11.14853
f8ae5f01-b0a6-4971-8d0d-832eb0276485	identifier	urn:ietf:rfc:3986	urn:oid:2.16.840.1.113883.1.11.13934
72714bb5-3150-43c4-91f9-28fe408ef167	identifier	urn:ietf:rfc:3986	urn:oid:2.16.840.1.113883.1.11.16508
7c673d72-4760-4e32-a652-b7ba9fdbfa2d	identifier	urn:ietf:rfc:3986	urn:oid:2.16.840.1.113883.1.11.11527
f8932d22-25ba-407d-88df-4cb7f87aa01e	identifier	urn:ietf:rfc:3986	urn:oid:2.16.840.1.113883.1.11.19584
2953a692-e1c5-4168-8311-24df18da63f8	identifier	urn:ietf:rfc:3986	urn:oid:2.16.840.1.113883.1.11.15992
876a4253-6c09-4689-b014-a5350ae16d05	identifier	urn:ietf:rfc:3986	urn:oid:2.16.840.1.113883.1.11.10642
f075b205-637d-404e-b687-edc4ee70624f	identifier	urn:ietf:rfc:3986	urn:oid:2.16.840.1.113883.1.11.20547
c9f9e754-0ea5-4a4c-8a25-2c2e267644a9	identifier	urn:ietf:rfc:3986	urn:oid:2.16.840.1.113883.1.11.20224
ddbc15e1-89bd-41f5-8b84-50c1bf833c0c	identifier	urn:ietf:rfc:3986	urn:oid:2.16.840.1.113883.1.11.13988
d4c282c8-1e5d-4788-81f8-37d19828915d	identifier	urn:ietf:rfc:3986	urn:oid:2.16.840.1.113883.1.11.10882
9192b698-38a2-446a-8036-fde4784a3d9d	identifier	urn:ietf:rfc:3986	urn:oid:2.16.840.1.113883.1.11.14006
b3aa45ca-3a1e-40a7-bf67-21fa46935e6f	identifier	urn:ietf:rfc:3986	urn:oid:2.16.840.1.113883.1.11.13955
46ebd913-1ce3-4729-be06-3070f450c2f5	identifier	urn:ietf:rfc:3986	urn:oid:2.16.840.1.113883.1.11.20471
fdd9239f-3afc-4861-8e6d-8502dbf6fc49	identifier	urn:ietf:rfc:3986	urn:oid:2.16.840.1.113883.1.11.11555
74cb4527-184a-456c-a9b0-617f866ecdb1	identifier	urn:ietf:rfc:3986	urn:oid:2.16.840.1.113883.1.11.13948
d7c12932-c7ed-4652-b255-d268bcc550f3	identifier	urn:ietf:rfc:3986	urn:oid:2.16.840.1.113883.1.11.17893
d63d881e-9429-46d0-984b-10946ad3207a	identifier	urn:ietf:rfc:3986	urn:oid:2.16.840.1.113883.1.11.20449
30eadfac-4ece-4fdd-a13f-2d9f054822fa	identifier	urn:ietf:rfc:3986	urn:oid:2.16.840.1.113883.1.11.10318
ad6c8af9-816a-4207-be49-b71f17db84e1	identifier	urn:ietf:rfc:3986	urn:oid:2.16.840.1.113883.1.11.19358
fda92983-e0b0-4b4b-a951-a02db34ccd57	identifier	urn:ietf:rfc:3986	urn:oid:2.16.840.1.113883.1.11.78
960c6a7c-ab36-4ac6-9b94-36dc6f740bdc	identifier	urn:ietf:rfc:3986	urn:oid:2.16.840.1.113883.1.11.209
77874f37-a35e-4f36-892a-2560dd136c49	identifier	urn:ietf:rfc:3986	urn:oid:2.16.840.1.113883.1.11.10282
ee53d552-9249-43c3-ac06-e9a0daa54279	identifier	urn:ietf:rfc:3986	urn:oid:2.16.840.1.113883.1.11.10355
4140f0e4-cb85-42ce-aae2-f1fa7711c68d	identifier	urn:ietf:rfc:3986	urn:oid:2.16.840.1.113883.1.11.11012
477c7037-d5ec-4217-b07f-df8b904499cc	identifier	urn:ietf:rfc:3986	urn:oid:2.16.840.1.113883.1.11.10302
f19a5151-ee71-4a81-abb1-f8d69587e01c	identifier	urn:ietf:rfc:3986	urn:oid:2.16.840.1.113883.1.11.18977
21df3c8e-5aa6-4718-ad98-141f79599f48	identifier	urn:ietf:rfc:3986	urn:oid:2.16.840.1.113883.1.11.16926
dcefc83f-6cc6-4326-b757-1efaafb637b3	identifier	urn:ietf:rfc:3986	urn:oid:2.16.840.1.113883.1.11.20413
814ab247-6d0b-4d6e-88a7-22dc358ac7f6	identifier	urn:ietf:rfc:3986	urn:oid:2.16.840.1.113883.1.11.11580
67a32738-d01e-4e24-a6b8-fd9f2821c92e	identifier	urn:ietf:rfc:3986	urn:oid:2.16.840.1.113883.1.11.20312
0f03d449-a51e-4823-a001-3bfec19b324f	identifier	urn:ietf:rfc:3986	urn:oid:2.16.840.1.113883.1.11.10248
c68b4800-f7d9-4ed4-99dc-c9f75bb391cf	identifier	urn:ietf:rfc:3986	urn:oid:2.16.840.1.113883.1.11.271
6827b959-d7a1-4461-a11c-276629443411	identifier	urn:ietf:rfc:3986	urn:oid:2.16.840.1.113883.1.11.10251
d7fd1f2d-9cca-4095-bb7d-a7d11741183c	identifier	urn:ietf:rfc:3986	urn:oid:2.16.840.1.113883.1.11.10992
1645caa5-1718-46ff-a95b-0a67afad8792	identifier	urn:ietf:rfc:3986	urn:oid:2.16.840.1.113883.1.11.10884
e2dc1429-8d09-47d9-91b7-861d5096eccf	identifier	urn:ietf:rfc:3986	urn:oid:2.16.840.1.113883.1.11.20321
d28aaf97-eba7-4c12-8342-e8f69fda8a65	identifier	urn:ietf:rfc:3986	urn:oid:2.16.840.1.113883.1.11.10196
f7f20eee-7f9e-4804-a8d4-2a4c2426f90f	identifier	urn:ietf:rfc:3986	urn:oid:2.16.840.1.113883.1.11.19032
dce6b32d-c14f-42fb-a0f6-27e4d142914b	identifier	urn:ietf:rfc:3986	urn:oid:2.16.840.1.113883.1.11.17660
a21bc801-3ce8-4a2a-953d-3004c869408d	identifier	urn:ietf:rfc:3986	urn:oid:2.16.840.1.113883.1.11.10620
